"Name","IndexHi","IndexLo","Available","DefaultOwned","SfxFile","ScFile","AvailableForOffer","Exclusive","DateAvailable","HumanReadableName","Family"
"EmoteChronos96",215,0,"True","False","sfx/emotes/emotes_goblin_robotdance_dl.ogg","sc/emotes_goblin_robotdance_dl.sc","False","False","2023-03-06","Goblin Robot Dance","Goblin"
"EmoteChronos97",216,0,"True","False","sfx/emotes/emotes_wizard_discoballs_dl.ogg","sc/emotes_wizard_discoballs_dl.sc","False","False","2023-03-06","Wizard Disco Balls","Wizard"
"EmoteChronos98",217,0,"True","False","sfx/emotes/emotes_wizard_discodance_dl.ogg","sc/emotes_wizard_discodance_dl.sc","False","False","2023-03-06","Wizard Disco Dance","Wizard"
"EmoteChronos99",218,0,"True","False","sfx/emotes/emotes_archer_arrowfail_dl.ogg","sc/emotes_archer_arrowfail_dl.sc","False","True","2023-04-03","Archer Arrow Fail","Archer"
"EmoteChronos100",219,0,"True","False","sfx/emotes/emotes_archer_supersight_dl.ogg","sc/emotes_archer_supersight_dl.sc","False","False","2023-04-03","Archer Supersight","Archer"
"EmoteChronos101",220,0,"True","False","sfx/emotes/emotes_darkprince_mace_dl.ogg","sc/emotes_darkprince_mace_dl.sc","False","True","2023-04-03","DarkPrince Mace","Dark Prince"
"EmoteChronos102",221,0,"True","False","sfx/emotes/emotes_darkprince_sleepy_dl.ogg","sc/emotes_darkprince_sleepy_dl.sc","False","False","2023-04-03","DarkPrince Sleepy","Dark Prince"
"EmoteChronos103",222,0,"True","False","sfx/emotes/emotes_prince_epicsilly_dl.ogg","sc/emotes_prince_epicsilly_dl.sc","False","False","2023-04-03","Prince Epic Silly","Prince"
"EmoteChronos104",223,0,"True","False","sfx/emotes/emotes_prince_lanceclean_dl.ogg","sc/emotes_prince_lanceclean_dl.sc","False","False","2023-04-03","Prince Lance Clean","Prince"
"EmoteChronos105",224,0,,,,,,,,,
"EmoteChronos106",225,0,,,,,,,,,
"EmoteChronos107",226,0,,,,,,,,,
"EmoteChronos108",227,0,,,,,,,,,
"EmoteChronos109",228,0,,,,,,,,,
"EmoteChronos110",229,0,,,,,,,,,
"EmoteChronos111",230,0,,,,,,,,,
"EmoteChronos112",231,0,,,,,,,,,
"EmoteChronos113",232,0,,,,,,,,,
"EmoteChronos114",233,0,,,,,,,,,
"EmoteChronos115",234,0,,,,,,,,,
"EmoteChronos116",235,0,,,,,,,,,
"EmoteChronos117",236,0,,,,,,,,,
"EmoteChronos118",237,0,,,,,,,,,
"EmoteChronos119",238,0,,,,,,,,,
"EmoteChronos120",239,0,,,,,,,,,
"EmoteChronos121",240,0,,,,,,,,,
"EmoteChronos122",241,0,,,,,,,,,
"EmoteChronos123",242,0,,,,,,,,,
"EmoteChronos124",243,0,,,,,,,,,
"EmoteChronos125",244,0,,,,,,,,,
