"Name","FileName","ExportName","Layer","LowendLayer","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","CollisionRadius","Effect","AssetMinTrophy","AssetMinTrophyScore","AssetMinTrophyFileName","SortValue","SpecialType","CheerFileName","CheerExportName","ClassType","Animate","StartFrameOverride","Visibility","ChainedSWF","ChainedExportName","OvertimeAnimationEffect","PveStartEffect","PveEndEffect"
"electric_rock_06","sc/level_electric_arena.sc","electric_rock_06","Object","Ground",88,-82,-6,7,17,,,,,,,,,,,,,,,,,,
"electric_rock_06_a","sc/level_electric_arena.sc","electric_rock_06_a","Object","Ground",88,-82,-6,7,17,,,,,,,,,,,,,,,,,,
"electric_rock_07","sc/level_electric_arena.sc","electric_rock_07","Object","Ground",-96,71,-1,7,17,,,,,,,,,,,,,,,,,,
"electric_rock_07_a","sc/level_electric_arena.sc","electric_rock_07_a","Object","Ground",-96,71,-1,7,17,,,,,,,,,,,,,,,,,,
"electric_rock_08","sc/level_electric_arena.sc","electric_rock_08","Object","Ground",95,95,-35,37,20,,,,,,,,,,,,,,,,,,
"electric_rock_08_a","sc/level_electric_arena.sc","electric_rock_08_a","Object","Ground",95,95,-35,37,20,,,,,,,,,,,,,,,,,,
"electric_stands_blue_01","sc/level_electric_arena.sc","electric_stands_blue_01","Object","Ground",110,-79,-13,54,,,,,,,,,,,,,,"NormalTime",,,,,
"electric_stands_blue_02","sc/level_electric_arena.sc","electric_stands_blue_02","Object","Ground",121,-89,-20,40,-4,,,,,,,,,,,,,"NormalTime",,,,,
"electric_stands_red_01","sc/level_electric_arena.sc","electric_stands_red_01","Object","Ground",104,-79,-17,58,8,,,,,,,,,,,,,"NormalTime",,,,,
"electric_stands_red_02","sc/level_electric_arena.sc","electric_stands_red_02","Object","Ground",121,-89,-11,40,-4,,,,,,,,,,,,,"NormalTime",,,,,
"electric_teslatower_01","sc/level_electric_arena.sc","electric_teslatower_01","Object","Ground",106,85,-57,149,42,,,,,,,,,,,"true",,,,,,,
"electric_wire_01","sc/level_electric_arena.sc","electric_wire_01","Ground","Ground",95,-95,-1,3,4,,,,,,,,,,,,,,,,,,
"electric_wire_02","sc/level_electric_arena.sc","electric_wire_02","Ground","Ground",95,-95,-4,3,-8,,,,,,,,,,,,,,,,,,
"electric_wire_03","sc/level_electric_arena.sc","electric_wire_03","Ground","Ground",95,-95,-2,4,,,,,,,,,,,,,,,,,,,
"electric_wire_04","sc/level_electric_arena.sc","electric_wire_04","Ground","Ground",95,-95,,3,,,,,,,,,,,,,,,,,,,
"electric_wire_05","sc/level_electric_arena.sc","electric_wire_05","Ground","Ground",95,-95,,3,17,,,,,,,,,,,,,,,,,,
"electric_wire_06","sc/level_electric_arena.sc","electric_wire_06","Ground","Ground",95,-95,,1,,,,,,,,,,,,,,,,,,,
"electric_wire_07","sc/level_electric_arena.sc","electric_wire_07","Ground","Ground",95,-95,,1,,,,,,,,,,,,,,,,,,,
"electric_vignette_01","sc/level_electric_arena.sc","electric_vignette_01","Above","Above",,,,,,,,,,,1070,,,,,,,,,,,,
"xmas_candycane_01","sc/level_ice_arena.sc","xmas_candycane_01","Object","Ground",85,85,-25,52,65,,,,,,,,,,,,,,,,,,
"xmas_candycane_02","sc/level_ice_arena.sc","xmas_candycane_02","Object","Ground",85,85,-25,52,65,,,,,,,,,,,,,,,,,,
"xmas_candycane_03","sc/level_ice_arena.sc","xmas_candycane_03","Object","Ground",85,85,-25,52,65,,,,,,,,,,,,,,,,,,
"xmas_candycane_04","sc/level_ice_arena.sc","xmas_candycane_04","Object","Ground",85,85,-25,52,65,,,,,,,,,,,,,,,,,,
"xmas_lights_01","sc/level_ice_arena.sc","xmas_lights_01","Above","Ground",,,,,,,,,,,,,,,,,,,,,,,
"xmas_lights_02","sc/level_ice_arena.sc","xmas_lights_02","Above","Ground",,,,,,,,,,,,,,,,,,,,,,,
"xmas_present_slide_01","sc/level_ice_arena.sc","xmas_present_slide_01","Object","Ground",,,,,,,,,,,,,,,,"true",,,,,,,
"xmas_present_slide_02","sc/level_ice_arena.sc","xmas_present_slide_02","Ground","Ground",,,,,,,,,,,,,,,,"true",,,,,,,
"xmas_presents_01","sc/level_ice_arena.sc","xmas_presents_01","Object","Ground",85,85,-25,52,65,,,,,,,,,,,,,,,,,,
"xmas_sled_01","sc/level_ice_arena.sc","xmas_sled_01","Object","Ground",85,85,-25,52,65,,,,,,,,,,,,,,,,,,
"xmas_tree_01","sc/level_ice_arena.sc","xmas_tree_01","Object","Ground",85,85,-25,52,65,,,,,,,,,,,,,,,,,,
"xmas_tree_02","sc/level_ice_arena.sc","xmas_tree_02","Object","Ground",85,85,-25,52,65,,,,,,,,,,,,,,,,,,
"xmas_tree_03","sc/level_ice_arena.sc","xmas_tree_03","Object","Ground",85,85,-25,52,65,,,,,,,,,,,,,,,,,,
"xmas_tree_01_shadow","sc/level_ice_arena.sc","xmas_tree_01_shadow","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"xmas_tree_02_shadow","sc/level_ice_arena.sc","xmas_tree_02_shadow","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"xmas_tree_03_shadow","sc/level_ice_arena.sc","xmas_tree_03_shadow","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"electric_stands_blue_01_overtime","sc/level_electric_arena.sc","electric_stands_blue_01_pre","Object","Ground",110,-79,-13,54,,,,,,,,,,,,"true",,"Overtime","sc/level_electric_arena.sc","electric_stands_blue_01_on",,,
"electric_stands_blue_02_overtime","sc/level_electric_arena.sc","electric_stands_blue_02_pre","Object","Ground",121,-89,-20,40,-4,,,,,,,,,,,"true",,"Overtime","sc/level_electric_arena.sc","electric_stands_blue_02_on",,,
"electric_stands_red_01_overtime","sc/level_electric_arena.sc","electric_stands_red_01_pre","Object","Ground",104,-79,-17,58,8,,,,,,,,,,,"true",,"Overtime","sc/level_electric_arena.sc","electric_stands_red_01_on",,,
"electric_stands_red_02_overtime","sc/level_electric_arena.sc","electric_stands_red_02_pre","Object","Ground",121,-89,-11,40,-4,,,,,,,,,,,"true",,"Overtime","sc/level_electric_arena.sc","electric_stands_red_02_on",,,
"clan_drawbridge_t1","sc/level_clan_arena.sc","clan_drawbridge_t1","Object","Ground",95,95,-11,81,18,,,,,,,,,,,,,"Always",,,,,
"clan_mortar_t1_01","sc/level_clan_arena.sc","clan_mortar_t1_01","Object","Ground",114,-95,-61,32,1,,,,,,,,,,,,,"Always",,,,,
"clan_mortar_t1_02","sc/level_clan_arena.sc","clan_mortar_t1_02","Object","Ground",95,72,-57,171,34,,,,,,,,,,,,,"Always",,,,,
"clan_sword_t1","sc/level_clan_arena.sc","clan_sword_t1","Object","Ground",95,63,-22,113,29,,,,,,,,,,,,,"Always",,,,,
"clan_wall_t1_back_left","sc/level_clan_arena.sc","clan_wall_t1_back_left","Object","Ground",95,-95,,56,,,,,,,,,,,,,,"Always",,,,,
"clan_wall_t1_back_right","sc/level_clan_arena.sc","clan_wall_t1_back_right","Object","Ground",95,-95,,56,,,,,,,,,,,,,,"Always",,,,,
"clan_wall_t1_front_left","sc/level_clan_arena.sc","clan_wall_t1_front_left","Object","Ground",114,-95,-26,68,,,,,,,,,,,,,,"Always",,,,,
"clan_wall_t1_front_right","sc/level_clan_arena.sc","clan_wall_t1_front_right","Object","Ground",95,-95,,56,,,,,,,,,,,,,,"Always",,,,,
"clan_drawbridge_t2","sc/level_clan_arena.sc","clan_drawbridge_t2","Object","Ground",95,95,-11,81,18,,,,,,,,,,,,,,,,,,
"clan_mortar_t2_01","sc/level_clan_arena.sc","clan_mortar_t2_01","Object","Ground",114,-95,-61,32,1,,,,,,,,,,,,,"Always",,,,,
"clan_mortar_t2_02","sc/level_clan_arena.sc","clan_mortar_t2_02","Object","Ground",95,72,-57,171,34,,,,,,,,,,,,,,,,,,
"clan_sword_t2","sc/level_clan_arena.sc","clan_sword_t2","Object","Ground",95,63,-22,113,29,,,,,,,,,,,,,,,,,,
"clan_wall_t2_back_left","sc/level_clan_arena.sc","clan_wall_t2_back_left","Object","Ground",95,-95,,56,,,,,,,,,,,,,,"Always",,,,,
"clan_wall_t2_back_right","sc/level_clan_arena.sc","clan_wall_t2_back_right","Object","Ground",95,-95,,56,,,,,,,,,,,,,,"Always",,,,,
"clan_wall_t2_front_left","sc/level_clan_arena.sc","clan_wall_t2_front_left","Object","Ground",114,-95,-26,68,,,,,,,,,,,,,,,,,,,
"clan_wall_t2_front_right","sc/level_clan_arena.sc","clan_wall_t2_front_right","Object","Ground",95,-95,,56,,,,,,,,,,,,,,,,,,,
"clan_drawbridge_t3","sc/level_clan_arena.sc","clan_drawbridge_t3","Object","Ground",95,95,-11,81,18,,,,,,,,,,,,,,,,,,
"clan_mortar_t3_01","sc/level_clan_arena.sc","clan_mortar_t3_01","Object","Ground",114,-95,-61,32,1,,,,,,,,,,,,,,,,,,
"clan_mortar_t3_02","sc/level_clan_arena.sc","clan_mortar_t3_02","Object","Ground",95,72,-57,171,34,,,,,,,,,,,,,,,,,,
"clan_sword_t3","sc/level_clan_arena.sc","clan_sword_t3","Object","Ground",95,63,-22,113,29,,,,,,,,,,,,,,,,,,
"clan_wall_t3_back_left","sc/level_clan_arena.sc","clan_wall_t3_back_left","Object","Ground",95,-95,,56,,,,,,,,,,,,,,"Always",,,,,
"clan_wall_t3_back_right","sc/level_clan_arena.sc","clan_wall_t3_back_right","Object","Ground",95,-95,,56,,,,,,,,,,,,,,"Always",,,,,
"clan_wall_t3_front_left","sc/level_clan_arena.sc","clan_wall_t3_front_left","Object","Ground",114,-95,-26,68,,,,,,,,,,,,,,,,,,,
"clan_wall_t3_front_right","sc/level_clan_arena.sc","clan_wall_t3_front_right","Object","Ground",95,-95,,56,,,,,,,,,,,,,,"Always",,,,,
"clan_drawbridge_t4","sc/level_clan_arena.sc","clan_drawbridge_t4","Object","Ground",95,95,-11,81,18,,,,,,,,,,,,,,,,,,
"clan_mortar_t4_01","sc/level_clan_arena.sc","clan_mortar_t4_01","Object","Ground",114,-95,-61,32,1,,,,,,,,,,,,,,,,,,
"clan_mortar_t4_02","sc/level_clan_arena.sc","clan_mortar_t4_02","Object","Ground",95,72,-57,171,34,,,,,,,,,,,,,,,,,,
"clan_sword_t4","sc/level_clan_arena.sc","clan_sword_t4","Object","Ground",95,63,-22,113,29,,"clan_sword_sparkle_01",,,,,,,,,,,,,,,,
"clan_wall_t4_back_left","sc/level_clan_arena.sc","clan_wall_t4_back_left","Object","Ground",95,-95,,56,,,,,,,,,,,,,,"Always",,,,,
"clan_wall_t4_back_right","sc/level_clan_arena.sc","clan_wall_t4_back_right","Object","Ground",95,-95,,56,,,,,,,,,,,,,,,,,,,
"clan_wall_t4_front_left","sc/level_clan_arena.sc","clan_wall_t4_front_left","Object","Ground",114,-95,-26,68,,,,,,,,,,,,,,,,,,,
"clan_wall_t4_front_right","sc/level_clan_arena.sc","clan_wall_t4_front_right","Object","Ground",95,-95,,56,,,,,,,,,,,,,,,,,,,
"clan_wall_left_blue_01","sc/level_clan_arena.sc","clan_wall_left_blue_01","Object","Ground",121,-128,-61,36,,,,,,,,,,,,,,"Always",,,,,
"clan_wall_left_blue_02","sc/level_clan_arena.sc","clan_wall_left_blue_02","Object","Ground",121,-128,-61,36,,,,,,,,,,,,,,,,,,,
"clan_wall_left_red_01","sc/level_clan_arena.sc","clan_wall_left_red_01","Object","Ground",121,-95,-61,36,,,,,,,,,,,,,,"Always",,,,,
"clan_wall_left_red_02","sc/level_clan_arena.sc","clan_wall_left_red_02","Object","Ground",121,-95,-61,36,,,,,,,,,,,,,,"Always",,,,,
"clan_wall_right_blue_01","sc/level_clan_arena.sc","clan_wall_right_blue_01","Object","Ground",95,-119,-61,63,,,,,,,,,,,,,,"Always",,,,,
"clan_wall_right_blue_02","sc/level_clan_arena.sc","clan_wall_right_blue_02","Object","Ground",95,-119,-61,63,,,,,,,,,,,,,,,,,,,
"clan_wall_right_red_01","sc/level_clan_arena.sc","clan_wall_right_red_01","Object","Ground",95,-115,-61,85,,,,,,,,,,,,,,"Always",,,,,
"clan_wall_right_red_02","sc/level_clan_arena.sc","clan_wall_right_red_02","Object","Ground",95,-115,-61,85,,,,,,,,,,,,,,,,,,,
"clan_torch_left","sc/level_clan_arena.sc","clan_torch_left","Object","Ground",,,,,,,"ice_cauldron_fire_02",,,,,,,,,,,"Always",,,,,
"clan_torch_right","sc/level_clan_arena.sc","clan_torch_right","Object","Ground",,,,,,,"ice_cauldron_fire_02",,,,,,,,,,,"Always",,,,,
"clan_chain_t1_01","sc/level_clan_arena.sc","clan_chain_t1_01","Object","Ground",88,-43,2,14,,,,,,,,,,,,,,"Always",,,,,
"clan_chain_t1_02","sc/level_clan_arena.sc","clan_chain_t1_02","Object","Ground",88,-43,-6,16,,,,,,,,,,,,,,"Always",,,,,
"clan_chain_t2_01","sc/level_clan_arena.sc","clan_chain_t2_01","Object","Ground",88,-43,2,14,,,,,,,,,,,,,,,,,,,
"clan_chain_t2_02","sc/level_clan_arena.sc","clan_chain_t2_02","Object","Ground",88,-43,-6,16,,,,,,,,,,,,,,,,,,,
"clan_chain_t3_01","sc/level_clan_arena.sc","clan_chain_t3_01","Object","Ground",88,-43,2,14,,,,,,,,,,,,,,,,,,,
"clan_chain_t3_02","sc/level_clan_arena.sc","clan_chain_t3_02","Object","Ground",88,-43,-6,16,,,,,,,,,,,,,,,,,,,
"spooky_barrel_01","sc/level_spooky_arena.sc","spooky_barrel_01","Object","Ground",95,-95,-8,16,,,,,,,,,,,,,,"Always",,,,,
"spooky_bomb_01","sc/level_spooky_arena.sc","spooky_bomb_01","Object","Ground",95,-95,-6,14,,,,,,,,,,,,,,"Always",,,,,
"spooky_building_blue_01","sc/level_spooky_arena.sc","spooky_building_blue_01","Object","Ground",95,85,-14,19,,,,,,,,,,,,,,"Always",,,,,
"spooky_building_blue_02","sc/level_spooky_arena.sc","spooky_building_blue_02","Object","Ground",95,-95,-25,69,,,,,,,,,,,,,,"Always",,,,,
"spooky_building_blue_03","sc/level_spooky_arena.sc","spooky_building_blue_03","Object","Ground",95,77,-31,57,,,,,,,,,,,,,,"Always",,,,,
"spooky_building_blue_04","sc/level_spooky_arena.sc","spooky_building_blue_04","Object","Ground",95,-88,-35,57,,,,,,,,,,,,,,"Always",,,,,
"spooky_building_blue_05","sc/level_spooky_arena.sc","spooky_building_blue_05","Object","Ground",95,-84,-27,61,,,,,,,,,,,,,,"Always",,,,,
"spooky_building_blue_06","sc/level_spooky_arena.sc","spooky_building_blue_06","Object","Ground",95,85,-6,60,,,,,,,,,,,,,,"Always",,,,,
"spooky_building_red_01","sc/level_spooky_arena.sc","spooky_building_red_01","Object","Ground",95,81,-15,16,6,,,,,,,,,,,,,"Always",,,,,
"spooky_building_red_02","sc/level_spooky_arena.sc","spooky_building_red_02","Object","Ground",95,-79,-21,73,,,,,,,,,,,,,,"Always",,,,,
"spooky_building_red_03","sc/level_spooky_arena.sc","spooky_building_red_03","Object","Ground",95,-84,-20,68,,,,,,,,,,,,,,"Always",,,,,
"spooky_building_red_04","sc/level_spooky_arena.sc","spooky_building_red_04","Object","Ground",95,88,-13,55,,,,,,,,,,,,,,"Always",,,,,
"spooky_building_red_05","sc/level_spooky_arena.sc","spooky_building_red_05","Object","Ground",95,84,-12,16,,,,,,,,,,,,,,"Always",,,,,
"spooky_building_red_06","sc/level_spooky_arena.sc","spooky_building_red_06","Object","Ground",95,-85,-24,71,,,,,,,,,,,,,,"Always",,,,,
"spooky_fence_01","sc/level_spooky_arena.sc","spooky_fence_01","Object","Ground",97,-93,1,16,,,,,,,,,,,,,,"Always",,,,,
"spooky_fence_02","sc/level_spooky_arena.sc","spooky_fence_02","Object","Ground",97,-93,1,16,,,,,,,,,,,,,,"Always",,,,,
"spooky_fog_01","sc/level_spooky_arena.sc","spooky_fog_01","Object","Ground",,,,,,,,,,,,,,,,"true",-1,"Always",,,,,
"spooky_fountain_01","sc/level_spooky_arena.sc","spooky_fountain_01","Object","Ground",95,-95,-18,36,,,,,,,,,,,,"true",,"NormalTime",,,,,
"spooky_shed_01","sc/level_spooky_arena.sc","spooky_shed_01","Object","Ground",95,-95,-18,36,,,,,,,,,,,,,,"Always",,,,,
"spooky_stands_blue_01","sc/level_spooky_arena.sc","spooky_stands_blue_01","Object","Ground",105,63,-14,109,4,,,,,,,,,,,,,"Always",,,,,
"spooky_stands_blue_02","sc/level_spooky_arena.sc","spooky_stands_blue_02","Object","Ground",95,-115,-61,85,,,,,,,,,,,,,,"Always",,,,,
"spooky_stands_red_01","sc/level_spooky_arena.sc","spooky_stands_red_01","Object","Ground",95,-115,-61,85,,,,,,,,,,,,,,"Always",,,,,
"spooky_stands_red_02","sc/level_spooky_arena.sc","spooky_stands_red_02","Object","Ground",95,-115,-61,85,,,,,,,,,,,,,,"Always",,,,,
"spooky_statue_01","sc/level_spooky_arena.sc","spooky_statue_01","Object","Ground",95,95,-2,71,7,,,,,,,,,,,"true",,"NormalTime",,,,,
"spooky_statue_02","sc/level_spooky_arena.sc","spooky_statue_02","Object","Ground",95,95,-2,71,7,,,,,,,,,,,"true",,"NormalTime",,,,,
"spooky_statue_01_overtime","sc/level_spooky_arena.sc","spooky_statue_01_glow","Object","Ground",95,95,-2,71,7,,,,,,,,,,,,,"Overtime",,,,,
"spooky_statue_02_overtime","sc/level_spooky_arena.sc","spooky_statue_02_glow","Object","Ground",95,95,-2,71,7,,,,,,,,,,,,,"Overtime",,,,,
"spooky_tower_blue_01","sc/level_spooky_arena.sc","spooky_tower_blue_01","Object","Ground",95,86,-15,200,10,,,,,,,,,,,,,"Always",,,,,
"spooky_tower_red_01","sc/level_spooky_arena.sc","spooky_tower_red_01","Object","Ground",95,86,-15,200,10,,,,,,,,,,,,,"Always",,,,,
"spooky_tower_red_02","sc/level_spooky_arena.sc","spooky_tower_red_02","Object","Ground",95,86,-15,200,10,,,,,,,,,,,,,"Always",,,,,
"spooky_vignette_01","sc/level_spooky_arena.sc","spooky_vignette_01","Above","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"spooky_wall_01","sc/level_spooky_arena.sc","spooky_wall_01","Object","Ground",100,64,-6,96,9,,,,,,,,,,,"true",,"Always",,,,,
"spooky_fountain_01_overtime","sc/level_spooky_arena.sc","spooky_fountain_01_glow","Object","Ground",95,-95,-18,36,,,,,,,,,,,,"true",,"Overtime",,,,,
"boat_stands_blue_01","sc/level_boat_arena.sc","boat_stands_blue_01","Object","Ground",100,-83,-7,28,,,,,,,,,,,,,,"Always",,,,,
"boat_stands_blue_02","sc/level_boat_arena.sc","boat_stands_blue_02","Object","Ground",96,-87,-8,27,-3,,,,,,-81,,,,,,,"Always",,,,,
"boat_stands_red_01","sc/level_boat_arena.sc","boat_stands_red_01","Object","Ground",81,-84,-12,28,,,,,,,,,,,,,,"Always",,,,,
"boat_stands_red_02","sc/level_boat_arena.sc","boat_stands_red_02","Object","Ground",87,-77,-6,40,,,,,,,-81,,,,,,,"Always",,,,,
"boat_back_cabin","sc/level_boat_arena.sc","boat_back_cabin","Object","Ground",100,-100,-11,56,-6,,,,,,,,,,,,,"Always",,,,,
"boat_piece_01","sc/level_boat_arena.sc","boat_piece_01","Object","Ground",100,-100,-19,65,,,,,,,-163,,,,,,,"Always",,,,,
"boat_piece_02","sc/level_boat_arena.sc","boat_piece_02","Object","Ground",91,-77,-15,18,-4,,,,,,,,,,,,,"Always",,,,,
"boat_piece_01_l","sc/level_boat_arena.sc","boat_piece_01_l","Object","Ground",100,-100,-12,65,,,,,,,-163,,,,,,,"Always",,,,,
"boat_piece_02_l","sc/level_boat_arena.sc","boat_piece_02_l","Object","Ground",100,-100,-14,11,-12,,,,,,,,,,,,,"Always",,,,,
"boat_piece_03","sc/level_boat_arena.sc","boat_piece_03","Object","Ground",104,-93,-4,17,,,,,,,82,,,,,,,"Always",,,,,
"boat_piece_04","sc/level_boat_arena.sc","boat_piece_04","Object","Ground",100,-119,-14,17,,,,,,,-244,,,,,,,"Always",,,,,
"boat_piece_04_l","sc/level_boat_arena.sc","boat_piece_04_l","Object","Ground",100,-115,-16,12,1,,,,,,-326,,,,,,,"Always",,,,,
"boat_piece_top","sc/level_boat_arena.sc","boat_piece_top","Object","Ground",104,-93,-4,17,,,,,,,-81,,,,,,,"Always",,,,,
"boat_back_waves_01_move","sc/level_boat_arena.sc","boat_back_waves_01_move","Object","Ground",-2,,,-1,,,,,,,-897,,,,,,,"Always",,,,,
"boat_back_waves_02_move","sc/level_boat_arena.sc","boat_back_waves_02_move","Object","Ground",-2,,,-1,,,,,,,-897,,,,,,,"Always",,,,,
"boat_back_waves_03_move","sc/level_boat_arena.sc","boat_back_waves_03_move","Object","Ground",-2,,,-1,,,,,,,-897,,,,,,,"Always",,,,,
"boat_back_waves_04_move","sc/level_boat_arena.sc","boat_back_waves_04_move","Object","Ground",-2,,,-1,,,,,,,-897,,,,,,,"Always",,,,,
"boat_back_waves_05_move","sc/level_boat_arena.sc","boat_back_waves_05_move","Object","Ground",-2,,,-1,,,,,,,-897,,,,,,,"Always",,,,,
"boat_back_waves_06_move","sc/level_boat_arena.sc","boat_back_waves_06_move","Object","Ground",-2,,,-1,,,,,,,-897,,,,,,,"Always",,,,,
"boat_back_waves_07_move","sc/level_boat_arena.sc","boat_back_waves_07_move","Object","Ground",-2,,,-1,,,,,,,-897,,,,,,,"Always",,,,,
"boat_back_waves_08_move","sc/level_boat_arena.sc","boat_back_waves_08_move","Object","Ground",-2,,,-1,,,,,,,-897,,,,,,,"Always",,,,,
"boat_back_waves_09_move","sc/level_boat_arena.sc","boat_back_waves_09_move","Object","Ground",-2,,,-1,,,,,,,-897,,,,,,,"Always",,,,,
"boat_back_waves_10_move","sc/level_boat_arena.sc","boat_back_waves_10_move","Object","Ground",-2,,,-1,,,,,,,-897,,,,,,,"Always",,,,,
"stand_spect_planks","sc/level_boat_arena.sc","stand_spect_planks","Object","Ground",95,77,-12,67,30,,,,,,-1061,,,,,,,"Always",,,,,
"stand_spect_planks_r","sc/level_boat_arena.sc","stand_spect_planks_r","Object","Ground",77,49,-28,56,40,,,,,,-1061,,,,,,,"Always",,,,,
"boat_rope","sc/level_boat_arena.sc","boat_rope","Ground","Ground",1,,-2,1,,,,,,,-1387,,,,,,,"Always",,,,,
"cannon_ball_1","sc/level_boat_arena.sc","cannon_ball_1","Object","Ground",88,80,-5,10,,,,,,,-1061,,,,,,,"Always",,,,,
"cannon_ball_2","sc/level_boat_arena.sc","cannon_ball_2","Object","Ground",88,80,-5,10,,,,,,,-1061,,,,,,,"Always",,,,,
"boat_flag_deco1","sc/level_boat_arena.sc","boat_flag_deco1","Object","Ground",88,-53,-25,83,,,,,,,,,,,,,,"Always",,,,,
"boat_flag_deco2","sc/level_boat_arena.sc","boat_flag_deco2","Object","Ground",105,-45,-25,83,,,,,,,82,,,,,,,"Always",,,,,
"king_flood_blue","sc/level_royal_arena.sc","king_flood_blue","Object","Ground",,,2,,,,,,,,700,,,,,,,"Always",,,,,
"king_flood_red","sc/level_royal_arena.sc","king_flood_red","Object","Ground",,-1,,-1,,,,,,,700,,,,,,,"Always",,,,,
"princess_flood_blue","sc/level_royal_arena.sc","princess_flood_blue","Object","Ground",,,,,,,,,,,700,,,,,,,"Always",,,,,
"princess_flood_red","sc/level_royal_arena.sc","princess_flood_red","Object","Ground",,,-1,,,,,,,,700,,,,,,,"Always",,,,,
"flood_small_wave1","sc/level_boat_arena.sc","flood_small_wave1","Object","Ground",-2,,,-1,,,,,,,710,,,,,,,"Always",,,,,
"flood_small_wave2","sc/level_boat_arena.sc","flood_small_wave2","Object","Ground",-2,,,-1,,,,,,,710,,,,,,,"Always",,,,,
"flood_small_wave3","sc/level_boat_arena.sc","flood_small_wave3","Object","Ground",-2,,,-1,,,,,,,710,,,,,,,"Always",,,,,
"flood_small_wave4","sc/level_boat_arena.sc","flood_small_wave4","Object","Ground",-2,,,-1,,,,,,,710,,,,,,,"Always",,,,,
"flood_small_wave5","sc/level_boat_arena.sc","flood_small_wave5","Object","Ground",-2,,,-1,,,,,,,710,,,,,,,"Always",,,,,
"flood_small_wave6","sc/level_boat_arena.sc","flood_small_wave6","Object","Ground",-2,,,-1,,,,,,,710,,,,,,,"Always",,,,,
"flood_small_wave7","sc/level_boat_arena.sc","flood_small_wave7","Object","Ground",-2,,,-1,,,,,,,710,,,,,,,"Always",,,,,
"flood_small_wave8","sc/level_boat_arena.sc","flood_small_wave8","Object","Ground",-2,,,-1,,,,,,,710,,,,,,,"Always",,,,,
"royal_bucket_flood","sc/level_royal_arena.sc","royal_bucket_flood","Object","Ground",,,-1,,,,,,,,710,,,,,,,"Always",,,,,
"royal_left_side_flood","sc/level_royal_arena.sc","royal_left_side_flood","Object","Ground",,,-1,,,,,,,,710,,,,,,,"Always",,,,,
"barrel_land_01","sc/level_shipwreck_arena.sc","barrel_land_01","Object","Ground",102,68,-1,1,28,,,,,,,,,,,,,"Always",,,,,
"barrel_land_02","sc/level_shipwreck_arena.sc","barrel_land_02","Object","Ground",101,71,-2,-1,36,,,,,,,,,,,,,"Always",,,,,
"barrel_water_01","sc/level_shipwreck_arena.sc","barrel_water_01","Object","Ground",,,-1,,,,,,,,710,,,,,"true",,"Always",,,,,
"barrel_water_02","sc/level_shipwreck_arena.sc","barrel_water_02","Object","Ground",,,-1,,,,,,,,710,,,,,"true",,"Always",,,,,
"Palmtree_01","sc/level_shipwreck_arena.sc","Palmtree_01","Object","Ground",101,73,-19,61,53,,,,,,,,,,,,,"Always",,,,,
"Palmtree_02","sc/level_shipwreck_arena.sc","Palmtree_02","Object","Ground",101,73,-19,61,53,,,,,,,,,,,,,"Always",,,,,
"Palmtree_03","sc/level_shipwreck_arena.sc","Palmtree_03","Object","Ground",101,62,-30,91,53,,,,,,,,,,,,,"Always",,,,,
"Palmtree_04","sc/level_shipwreck_arena.sc","Palmtree_04","Object","Ground",101,73,-19,61,53,,,,,,245,,,,,,,"Always",,,,,
"plant_small_01","sc/level_shipwreck_arena.sc","plant_small_01","Object","Ground",72,-72,-5,13,,,,,,,,,,,,,,"Always",,,,,
"shipwreck_part","sc/level_shipwreck_arena.sc","shipwreck_part","Object","Ground",,,-1,,,,,,,,980,,,,,,,"Always",,,,,
"Stone_01","sc/level_shipwreck_arena.sc","Stone_01","Object","Ground",88,73,-7,20,20,,,,,,,,,,,,,"Always",,,,,
"Stone_02","sc/level_shipwreck_arena.sc","Stone_02","Object","Ground",-103,93,-4,22,29,,,,,,,,,,,,,"Always",,,,,
"Stone_03","sc/level_shipwreck_arena.sc","Stone_03","Object","Ground",93,-75,-3,17,-4,,,,,,,,,,,,,"Always",,,,,
"Stone_04","sc/level_shipwreck_arena.sc","Stone_04","Object","Ground",92,-72,-4,6,-6,,,,,,,,,,,,,"Always",,,,,
"Stone_05","sc/level_shipwreck_arena.sc","Stone_05","Object","Ground",101,-97,-2,7,-19,,,,,,-81,,,,,,,"Always",,,,,
"Stone_06","sc/level_shipwreck_arena.sc","Stone_06","Object","Ground",101,-84,-5,4,-10,,,,,,,,,,,,,"Always",,,,,
"Stone_01_water","sc/level_shipwreck_arena.sc","Stone_01_water","Object","Ground",,,-1,,,,,,,,710,,,,,,,"Always",,,,,
"Stone_02_water","sc/level_shipwreck_arena.sc","Stone_02_water","Object","Ground",,,-1,,,,,,,,710,,,,,,,"Always",,,,,
"messageinabottle_anim","sc/level_shipwreck_arena.sc","messageinabottle_anim","Object","Ground",,,-1,,,,,,,,710,,,,,"true",,"Always",,,,,
"Stone_01_underwater","sc/level_shipwreck_arena.sc","Stone_01_underwater","Object","Ground",,,,,,,,,,,-571,,,,,,,"Always",,,,,
