"Name","Strikes","Crowns","Premium","Amount","Spell","SpellAlt","Resource","Chest","EmoteIDHigh","EmoteIDLow","RandomSpell","Token","Consumable","FeaturedDraft","SkinSet","Strike","UnlockedOnDay","Tier","BonusEmoteIDHigh","BonusEmoteIDLow","BonusGems","BonusTowerSkin","BonusConsumable","BonusConsumableAmount"
,,220,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"ChestKey",1
,,230,"TRUE",20,,,,,,,,,"WildcardRare",,,,18,2,,,,,,
,,230,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,240,"TRUE",10,,,,,,,,,"WildcardEpic",,,,19,2,,,,,,
,,240,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,250,"TRUE",1,,,,,,,,"Common",,,,,19,2,,,,,,
,,250,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"WildcardRare",10
,,260,"TRUE",100,,,,,,,,,"WildcardCommon",,,,20,2,,,,,,
,,260,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,270,"TRUE",20,,,,,,,,,"WildcardRare",,,,20,2,,,,,,
,,270,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,280,"TRUE",10,,,,,,,,,"WildcardEpic",,,,21,2,,,,,,
,,280,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,290,"TRUE",1,,,,,,,,"Legendary",,,,,22,2,,,,,,
,,290,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,300,"TRUE",1,,,,,,,,,"GoldCoin",,,,23,3,,,,,,
,,300,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,"WildcardCommon",50
,,310,"TRUE",10000,,,"Gold",,,,,,,,,,24,3,,,,,,
,,310,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,320,"TRUE",100,,,,,,,,,"WildcardCommon",,,,25,3,,,,,,
,,320,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,330,"TRUE",20,,,,,,,,,"WildcardRare",,,,26,3,,,,,,
,,330,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,340,"TRUE",10,,,,,,,,,"WildcardEpic",,,,26,3,,,,,,
,,340,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,"WildcardLegendary",1
,,350,"TRUE",1,,,,,,,,,"WildcardLegendary",,,,26,3,,,,,,
,,350,,1,,,,,,,,,"BookCardEpic",,,,,3,,,,,,
"Pro_WildCards_Legendary",,0,"TRUE",,,,,,,,,,,,,,0,0,,,,,,
,,0,,1000,,,"Gold",,,,,,,,,,,0,,,,,,
,,10,"TRUE",10000,,,"Gold",,,,,,,,,,0,0,,,,,,
,,10,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,20,"TRUE",100,,,,,,,,,"WildcardCommon",,,,1,0,,,,,,
,,20,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,30,"TRUE",20,,,,,,,,,"WildcardRare",,,,2,0,,,,,,
,,30,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,40,"TRUE",10,,,,,,,,,"WildcardEpic",,,,3,0,,,,,,
,,40,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,50,"TRUE",1,,,,,,,,,"BookCardAll",,,,4,0,,,,,,
,,50,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"WildcardEpic",5
,,60,"TRUE",100,,,,,,,,,"WildcardCommon",,,,5,0,,,,,,
,,60,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,70,"TRUE",20,,,,,,,,,"WildcardRare",,,,5,0,,,,,,
,,70,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"ChestKey",1
,,80,"TRUE",10,,,,,,,,,"WildcardEpic",,,,6,0,,,,,,
,,80,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,90,"TRUE",1,,,,,,,,"Rare",,,,,6,0,,,,,,
,,90,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,100,"TRUE",,,,,,,,,,,,3,,7,1,,,,,,
,,100,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,110,"TRUE",10000,,,"Gold",,,,,,,,,,8,1,,,,,,
,,110,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardRare",10
,,120,"TRUE",100,,,,,,,,,"WildcardCommon",,,,9,1,,,,,,
,,120,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,130,"TRUE",20,,,,,,,,,"WildcardRare",,,,10,1,,,,,,
,,130,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,140,"TRUE",10,,,,,,,,,"WildcardEpic",,,,11,1,,,,,,
,,140,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,150,"TRUE",2,,,,,,,,,"ChestKey",,,,12,1,,,,,,
,,150,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardCommon",50
,,160,"TRUE",100,,,,,,,,,"WildcardCommon",,,,12,1,,,,,,
,,160,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,170,"TRUE",20,,,,,,,,,"WildcardRare",,,,13,1,,,,,,
,,170,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,180,"TRUE",10,,,,,,,,,"WildcardEpic",,,,13,1,,,,,,
,,180,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,190,"TRUE",1,,,,,,,,"Epic",,,,,14,1,,,,,,
,,190,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardEpic",5
,,200,"TRUE",,,,,,10,0,,,,,,,15,2,,,,,,
,,200,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,210,"TRUE",10000,,,"Gold",,,,,,,,,,16,2,,,,,,
,,210,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,220,"TRUE",100,,,,,,,,,"WildcardCommon",,,,17,2,,,,,,
,,220,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"ChestKey",1
,,230,"TRUE",20,,,,,,,,,"WildcardRare",,,,18,2,,,,,,
,,230,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,240,"TRUE",10,,,,,,,,,"WildcardEpic",,,,19,2,,,,,,
,,240,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,250,"TRUE",1,,,,,,,,"Common",,,,,19,2,,,,,,
,,250,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"WildcardRare",10
,,260,"TRUE",100,,,,,,,,,"WildcardCommon",,,,20,2,,,,,,
,,260,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,270,"TRUE",20,,,,,,,,,"WildcardRare",,,,20,2,,,,,,
,,270,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,280,"TRUE",10,,,,,,,,,"WildcardEpic",,,,21,2,,,,,,
,,280,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,290,"TRUE",1,,,,,,,,"Legendary",,,,,22,2,,,,,,
,,290,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,300,"TRUE",1,,,,,,,,,"GoldCoin",,,,23,3,,,,,,
,,300,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,"WildcardCommon",50
,,310,"TRUE",10000,,,"Gold",,,,,,,,,,24,3,,,,,,
,,310,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,320,"TRUE",100,,,,,,,,,"WildcardCommon",,,,25,3,,,,,,
,,320,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,330,"TRUE",20,,,,,,,,,"WildcardRare",,,,26,3,,,,,,
,,330,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,340,"TRUE",10,,,,,,,,,"WildcardEpic",,,,26,3,,,,,,
,,340,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,"WildcardLegendary",1
,,350,"TRUE",1,,,,,,,,,"WildcardLegendary",,,,26,3,,,,,,
,,350,,1,,,,,,,,,"BookCardLegendary",,,,,3,,,,,,
"Pro_Offline",,0,"TRUE",,,,,,,,,,,,,,0,0,,,,,,
,,0,,1000,,,"Gold",,,,,,,,,,,0,,,,,,
,,5,"TRUE",10000,,,"Gold",,,,,,,,,,0,0,,,,,,
,,5,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,10,"TRUE",100,,,,,,,,,"WildcardCommon",,,,1,0,,,,,,
,,10,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,15,"TRUE",20,,,,,,,,,"WildcardRare",,,,2,0,,,,,,
,,15,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,20,"TRUE",10,,,,,,,,,"WildcardEpic",,,,3,0,,,,,,
,,20,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,30,"TRUE",1,,,,,,,,,"BookCardAll",,,,4,0,,,,,,
,,30,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"WildcardEpic",5
,,35,"TRUE",100,,,,,,,,,"WildcardCommon",,,,5,0,,,,,,
,,35,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,40,"TRUE",20,,,,,,,,,"WildcardRare",,,,5,0,,,,,,
,,40,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"ChestKey",1
,,45,"TRUE",10,,,,,,,,,"WildcardEpic",,,,6,0,,,,,,
,,45,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,50,"TRUE",1,,,,,,,,"Rare",,,,,6,0,,,,,,
,,50,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,60,"TRUE",,,,,,,,,,,,3,,7,1,,,,,,
,,60,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,65,"TRUE",10000,,,"Gold",,,,,,,,,,8,1,,,,,,
,,65,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardRare",10
,,70,"TRUE",100,,,,,,,,,"WildcardCommon",,,,9,1,,,,,,
,,70,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,75,"TRUE",20,,,,,,,,,"WildcardRare",,,,10,1,,,,,,
,,75,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,80,"TRUE",10,,,,,,,,,"WildcardEpic",,,,11,1,,,,,,
,,80,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,85,"TRUE",2,,,,,,,,,"ChestKey",,,,12,1,,,,,,
,,85,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardCommon",50
,,90,"TRUE",100,,,,,,,,,"WildcardCommon",,,,12,1,,,,,,
,,90,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,95,"TRUE",20,,,,,,,,,"WildcardRare",,,,13,1,,,,,,
,,95,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,100,"TRUE",10,,,,,,,,,"WildcardEpic",,,,13,1,,,,,,
,,100,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,105,"TRUE",1,,,,,,,,"Epic",,,,,14,1,,,,,,
,,105,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardEpic",5
,,115,"TRUE",,,,,,10,0,,,,,,,15,2,,,,,,
,,115,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,120,"TRUE",10000,,,"Gold",,,,,,,,,,16,2,,,,,,
,,120,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,125,"TRUE",100,,,,,,,,,"WildcardCommon",,,,17,2,,,,,,
,,125,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"ChestKey",1
,,130,"TRUE",20,,,,,,,,,"WildcardRare",,,,18,2,,,,,,
,,130,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,135,"TRUE",10,,,,,,,,,"WildcardEpic",,,,19,2,,,,,,
,,135,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,140,"TRUE",1,,,,,,,,"Common",,,,,19,2,,,,,,
,,140,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"WildcardRare",10
,,145,"TRUE",100,,,,,,,,,"WildcardCommon",,,,20,2,,,,,,
,,145,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,150,"TRUE",20,,,,,,,,,"WildcardRare",,,,20,2,,,,,,
,,150,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,155,"TRUE",10,,,,,,,,,"WildcardEpic",,,,21,2,,,,,,
,,155,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,160,"TRUE",1,,,,,,,,"Legendary",,,,,22,2,,,,,,
,,160,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,170,"TRUE",1,,,,,,,,,"GoldCoin",,,,23,3,,,,,,
,,170,,,,,,"WildChampion_<current_arena>",,,,,,,,,,3,,,,,,
,,175,"TRUE",10000,,,"Gold",,,,,,,,,,24,3,,,,,,
,,175,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,180,"TRUE",100,,,,,,,,,"WildcardCommon",,,,25,3,,,,,,
,,180,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,185,"TRUE",20,,,,,,,,,"WildcardRare",,,,26,3,,,,,,
,,185,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,190,"TRUE",10,,,,,,,,,"WildcardEpic",,,,26,3,,,,,,
,,190,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,"WildcardLegendary",1
,,200,"TRUE",1,,,,,,,,,"WildcardLegendary",,,,26,3,,,,,,
,,200,,1,,,,,,,,,"BookCardLegendary",,,,,3,,,,,,
"NewTiers_Pro_WildCards_Common",,0,"TRUE",,,,,,,,,,,,,,0,0,,,,,,
,,0,,1000,,,"Gold",,,,,,,,,,,0,,,,,,
,,5,"TRUE",10000,,,"Gold",,,,,,,,,,0,0,,,,,,
,,5,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,10,"TRUE",100,,,,,,,,,"WildcardCommon",,,,1,0,,,,,,
,,10,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,15,"TRUE",20,,,,,,,,,"WildcardRare",,,,2,0,,,,,,
,,15,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,20,"TRUE",10,,,,,,,,,"WildcardEpic",,,,3,0,,,,,,
,,20,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,30,"TRUE",1,,,,,,,,,"BookCardAll",,,,4,0,,,,,,
,,30,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"WildcardEpic",5
,,35,"TRUE",100,,,,,,,,,"WildcardCommon",,,,5,0,,,,,,
,,35,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,40,"TRUE",20,,,,,,,,,"WildcardRare",,,,5,0,,,,,,
,,40,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"ChestKey",1
,,45,"TRUE",10,,,,,,,,,"WildcardEpic",,,,6,0,,,,,,
,,45,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,50,"TRUE",1,,,,,,,,"Rare",,,,,6,0,,,,,,
,,50,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,60,"TRUE",,,,,,,,,,,,3,,7,1,,,,,,
,,60,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,65,"TRUE",10000,,,"Gold",,,,,,,,,,8,1,,,,,,
,,65,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardRare",10
,,70,"TRUE",100,,,,,,,,,"WildcardCommon",,,,9,1,,,,,,
,,70,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,75,"TRUE",20,,,,,,,,,"WildcardRare",,,,10,1,,,,,,
,,75,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,80,"TRUE",10,,,,,,,,,"WildcardEpic",,,,11,1,,,,,,
,,80,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,85,"TRUE",2,,,,,,,,,"ChestKey",,,,12,1,,,,,,
,,85,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardCommon",50
,,90,"TRUE",100,,,,,,,,,"WildcardCommon",,,,12,1,,,,,,
,,90,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,95,"TRUE",20,,,,,,,,,"WildcardRare",,,,13,1,,,,,,
,,95,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,100,"TRUE",10,,,,,,,,,"WildcardEpic",,,,13,1,,,,,,
,,100,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,105,"TRUE",1,,,,,,,,"Epic",,,,,14,1,,,,,,
,,105,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardEpic",5
,,115,"TRUE",,,,,,10,0,,,,,,,15,2,,,,,,
,,115,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,120,"TRUE",10000,,,"Gold",,,,,,,,,,16,2,,,,,,
,,120,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,125,"TRUE",100,,,,,,,,,"WildcardCommon",,,,17,2,,,,,,
,,125,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"ChestKey",1
,,130,"TRUE",20,,,,,,,,,"WildcardRare",,,,18,2,,,,,,
,,130,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,135,"TRUE",10,,,,,,,,,"WildcardEpic",,,,19,2,,,,,,
,,135,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,140,"TRUE",1,,,,,,,,"Common",,,,,19,2,,,,,,
,,140,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"WildcardRare",10
,,145,"TRUE",100,,,,,,,,,"WildcardCommon",,,,20,2,,,,,,
,,145,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,150,"TRUE",20,,,,,,,,,"WildcardRare",,,,20,2,,,,,,
,,150,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,155,"TRUE",10,,,,,,,,,"WildcardEpic",,,,21,2,,,,,,
,,155,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,160,"TRUE",1,,,,,,,,"Legendary",,,,,22,2,,,,,,
,,160,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,170,"TRUE",1,,,,,,,,,"GoldCoin",,,,23,3,,,,,,
,,170,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,"WildcardCommon",50
,,175,"TRUE",10000,,,"Gold",,,,,,,,,,24,3,,,,,,
,,175,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,180,"TRUE",100,,,,,,,,,"WildcardCommon",,,,25,3,,,,,,
,,180,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,185,"TRUE",20,,,,,,,,,"WildcardRare",,,,26,3,,,,,,
,,185,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,190,"TRUE",10,,,,,,,,,"WildcardEpic",,,,26,3,,,,,,
,,190,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,"WildcardLegendary",1
,,200,"TRUE",1,,,,,,,,,"WildcardLegendary",,,,26,3,,,,,,
,,200,,1,,,,,,,,,"BookCardCommon",,,,,3,,,,,,
"NewTiers_Pro_WildCards_Rare",,0,"TRUE",,,,,,,,,,,,,,0,0,,,,,,
,,0,,1000,,,"Gold",,,,,,,,,,,0,,,,,,
,,5,"TRUE",10000,,,"Gold",,,,,,,,,,0,0,,,,,,
,,5,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,10,"TRUE",100,,,,,,,,,"WildcardCommon",,,,1,0,,,,,,
,,10,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,15,"TRUE",20,,,,,,,,,"WildcardRare",,,,2,0,,,,,,
,,15,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,20,"TRUE",10,,,,,,,,,"WildcardEpic",,,,3,0,,,,,,
,,20,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,30,"TRUE",1,,,,,,,,,"BookCardAll",,,,4,0,,,,,,
,,30,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"WildcardEpic",5
,,35,"TRUE",100,,,,,,,,,"WildcardCommon",,,,5,0,,,,,,
,,35,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,40,"TRUE",20,,,,,,,,,"WildcardRare",,,,5,0,,,,,,
,,40,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"ChestKey",1
,,45,"TRUE",10,,,,,,,,,"WildcardEpic",,,,6,0,,,,,,
,,45,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,50,"TRUE",1,,,,,,,,"Rare",,,,,6,0,,,,,,
,,50,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,60,"TRUE",,,,,,,,,,,,3,,7,1,,,,,,
,,60,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,65,"TRUE",10000,,,"Gold",,,,,,,,,,8,1,,,,,,
,,65,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardRare",10
,,70,"TRUE",100,,,,,,,,,"WildcardCommon",,,,9,1,,,,,,
,,70,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,75,"TRUE",20,,,,,,,,,"WildcardRare",,,,10,1,,,,,,
,,75,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,80,"TRUE",10,,,,,,,,,"WildcardEpic",,,,11,1,,,,,,
,,80,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,85,"TRUE",2,,,,,,,,,"ChestKey",,,,12,1,,,,,,
,,85,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardCommon",50
,,90,"TRUE",100,,,,,,,,,"WildcardCommon",,,,12,1,,,,,,
,,90,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,95,"TRUE",20,,,,,,,,,"WildcardRare",,,,13,1,,,,,,
,,95,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,100,"TRUE",10,,,,,,,,,"WildcardEpic",,,,13,1,,,,,,
,,100,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,105,"TRUE",1,,,,,,,,"Epic",,,,,14,1,,,,,,
,,105,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardEpic",5
,,115,"TRUE",,,,,,10,0,,,,,,,15,2,,,,,,
,,115,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,120,"TRUE",10000,,,"Gold",,,,,,,,,,16,2,,,,,,
,,120,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,125,"TRUE",100,,,,,,,,,"WildcardCommon",,,,17,2,,,,,,
,,125,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"ChestKey",1
,,130,"TRUE",20,,,,,,,,,"WildcardRare",,,,18,2,,,,,,
,,130,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,135,"TRUE",10,,,,,,,,,"WildcardEpic",,,,19,2,,,,,,
,,135,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,140,"TRUE",1,,,,,,,,"Common",,,,,19,2,,,,,,
,,140,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"WildcardRare",10
,,145,"TRUE",100,,,,,,,,,"WildcardCommon",,,,20,2,,,,,,
,,145,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,150,"TRUE",20,,,,,,,,,"WildcardRare",,,,20,2,,,,,,
,,150,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,155,"TRUE",10,,,,,,,,,"WildcardEpic",,,,21,2,,,,,,
,,155,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,160,"TRUE",1,,,,,,,,"Legendary",,,,,22,2,,,,,,
,,160,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,170,"TRUE",1,,,,,,,,,"GoldCoin",,,,23,3,,,,,,
,,170,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,"WildcardCommon",50
,,175,"TRUE",10000,,,"Gold",,,,,,,,,,24,3,,,,,,
,,175,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,180,"TRUE",100,,,,,,,,,"WildcardCommon",,,,25,3,,,,,,
,,180,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,185,"TRUE",20,,,,,,,,,"WildcardRare",,,,26,3,,,,,,
,,185,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,190,"TRUE",10,,,,,,,,,"WildcardEpic",,,,26,3,,,,,,
,,190,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,"WildcardLegendary",1
,,200,"TRUE",1,,,,,,,,,"WildcardLegendary",,,,26,3,,,,,,
,,200,,1,,,,,,,,,"BookCardRare",,,,,3,,,,,,
"NewTiers_Pro_WildCards_Epic",,0,"TRUE",,,,,,,,,,,,,,0,0,,,,,,
,,0,,1000,,,"Gold",,,,,,,,,,,0,,,,,,
,,5,"TRUE",10000,,,"Gold",,,,,,,,,,0,0,,,,,,
,,5,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,10,"TRUE",100,,,,,,,,,"WildcardCommon",,,,1,0,,,,,,
,,10,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,15,"TRUE",20,,,,,,,,,"WildcardRare",,,,2,0,,,,,,
,,15,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,20,"TRUE",10,,,,,,,,,"WildcardEpic",,,,3,0,,,,,,
,,20,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,30,"TRUE",1,,,,,,,,,"BookCardAll",,,,4,0,,,,,,
,,30,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"WildcardEpic",5
,,35,"TRUE",100,,,,,,,,,"WildcardCommon",,,,5,0,,,,,,
,,35,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,40,"TRUE",20,,,,,,,,,"WildcardRare",,,,5,0,,,,,,
,,40,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"ChestKey",1
,,45,"TRUE",10,,,,,,,,,"WildcardEpic",,,,6,0,,,,,,
,,45,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,50,"TRUE",1,,,,,,,,"Rare",,,,,6,0,,,,,,
,,50,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,60,"TRUE",,,,,,,,,,,,3,,7,1,,,,,,
,,60,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,65,"TRUE",10000,,,"Gold",,,,,,,,,,8,1,,,,,,
,,65,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardRare",10
,,70,"TRUE",100,,,,,,,,,"WildcardCommon",,,,9,1,,,,,,
,,70,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,75,"TRUE",20,,,,,,,,,"WildcardRare",,,,10,1,,,,,,
,,75,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,80,"TRUE",10,,,,,,,,,"WildcardEpic",,,,11,1,,,,,,
,,80,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,85,"TRUE",2,,,,,,,,,"ChestKey",,,,12,1,,,,,,
,,85,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardCommon",50
