"Name","Loop","FollowParent","ShakeScreen","ShakeMaxIntensity","Time","RenderableScale","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","Scale","TextInstanceName","TextParentInstanceName","EnemyVersion","FlashWidth","KillLoopingSoundsOnEnd","OutputEvent","ParentLookAtOffsetRadius","ForcedLength","Shadow","PrestigeVersion","PrestigeVersion2","PrestigeVersion3"
,,,,,,,,"ParticleEmitter",,,"clan_arena_level_down",,"Base",,,,,,,,,,,,,
"clan_war_pin_appear",,,,,,150,"sound_upgradeCard_stat_appear","ParticleEmitter",,,"assassin_hit_special_blue_puff",,"Above",,,,,,,,,,,,,
,,,,,,150,,"ParticleEmitter",,,"dark_witch_hit_burst",,"Above",,,,,,,,,,,,,
,,,,,,,,,,,,,,,"txt","charge",,,,,,,,,,
"clan_war_pin_disappear",,,,,,150,"sound_generic_death","ParticleEmitter",,,"Death_elixir_burst1_small",,"Above",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"txt","charge",,,,,,,,,,
"clan_war_started",,,,,,,,"SWF","sc/ui.sc","war_start",,,"Object",,,,,,,,,,,,,
,,,,,500,200,"ClanwarStartHorn","Effect","sc/ui.sc","war_start","Spell_rage_smoke1","ShakeShcreen_delay","Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"clan_war_embers2",,"Base",,,,,,,,,,,,,
,,,,,350,,,"ParticleEmitter",,,"clan_war_shield_explode4",,"Base",,,,,,,,,,,,,
,,,,,350,,,"ParticleEmitter",,,"clan_war_shield_explode5",,"Base",,,,,,,,,,,,,
,,,,,350,,,"ParticleEmitter",,,"clan_war_shield_explode6",,"Base",,,,,,,,,,,,,
"clan_war_collection_day",,,,,,,,"SWF","sc/ui.sc","war_collection_day",,,"Object",,,,,,,,,,,,,
,,,,,400,200,"ClanwarCollectionDay","Effect","sc/ui.sc","war_start","Spell_rage_smoke1","ShakeShcreen_delay","Base",,,,,,,,,,,,,
"clan_war_battle_day",,,,,,,,"SWF","sc/ui.sc","war_battle_day",,,"Object",,,,,,,,,,,,,
,,,,,400,200,"ClanwarBattleDay","Effect","sc/ui.sc","war_start","Spell_rage_smoke1","ShakeShcreen_delay","Base",,,,,,,,,,,,,
,,,,,400,200,"ClanwarBattleDay","ParticleEmitter","sc/ui.sc","war_start","clan_war_shield_explode4","ShakeShcreen_delay","Object",,,,,,,,,,,,,
,,,,,400,200,"ClanwarBattleDay","ParticleEmitter","sc/ui.sc","war_start","clan_war_shield_explode5","ShakeShcreen_delay","Object",,,,,,,,,,,,,
,,,,,400,200,"ClanwarBattleDay","ParticleEmitter","sc/ui.sc","war_start","clan_war_shield_explode5","ShakeShcreen_delay","Object",,,,,,,,,,,,,
"clan_war_effect_ice","true",,,,,,,"ParticleEmitter",,,"clan_war_ice_particles",,"Object",100,,,,,,,,,,,,
"clan_war_effect_battle_day","true",,,,,,,"ParticleEmitter",,,"confetti_battle_day",,"Object",100,,,,,,,,,,,,
"clan_war_effect_fire","true",,,,,,,"ParticleEmitter",,,"clan_war_fire_cont",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"clan_war_sparks_cont",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"clan_war_fire_smoke_cont",,"Above",,,,,,,,,,,,,
"clan_war_effect_smoke_hut","true",,,,,,,"ParticleEmitter",,,"clan_war_smoke_hut",,"Above",,,,,,,,,,,,,
"win_battle_confetti_clan_war",,,,,,,,"ParticleEmitter",,,"win_battle_confetti_purple1",,"Above",,,,,,,,,,,,,
"win_battle_confetti_clan_war_top",,,,,,,,"ParticleEmitter",,,"win_battle_confetti_purple2",,"Above",,,,,,,,,,,,,
"clan_war_effect_steam","true",,,,,,,"ParticleEmitter",,,"clan_war_steam",,"Ground",50,,,,,,,,,,,,
"clan_war_effect_mist","true",,,,,,,"ParticleEmitter",,,"clan_war_mist",,"Ground",50,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"clan_war_mist_bubles",,"Object",,,,,,,,,,,,,
"clan_war_effect_smoke2","true",,,,,,,"ParticleEmitter",,,"clan_base_fx1_glow1",,"Object",100,,,,,,,,,,,,
,,,,,,150,,"ParticleEmitter",,,"clan_war_fire_smoke_cont",,"Ground",,,,,,,,,,,,,
"clan_war_effect_drops","true",,,,,,,"ParticleEmitter","sc/level_jungle_arena.sc","jungle_vfx_splash_01","clan_war_drops",,"Ground",,,,,,,,,,,,,
"clan_war_effect_tornado2","true",,,,5000,50,,"ParticleEmitter",,,"clan_war_tornado_rocks",,"Object",,,,,,,,,10000,,,,
,,,,,5000,50,,"ParticleEmitter",,,"tornado_whirl",,"Above",,,,,,,,,,,,,
,,,,,5000,25,,"ParticleEmitter",,,"clan_war_tornado_ground_twirl",,"Ground",,,,,,,,,,,,,
,,,,,5000,25,,"ParticleEmitter",,,"tornado_whirl",,"Object",,,,,,,,,,,,,
,,,,,5000,80,,"ParticleEmitter",,,"clan_war_tornado_clouds",,"Object",,,,,,,,,,,,,
"clan_war_effect_wavesplash1","true",,,,250,80,,"ParticleEmitter","sc/effects.sc","BloodCloud","clan_war_wave_mist",,"Object",,,,,,,,,4000,,,,
"clan_war_effect_wavesplash2","true",,,,500,80,,"ParticleEmitter","sc/effects.sc","BloodCloud","clan_war_wave_mist",,"Object",,,,,,,,,3000,,,,
"cannon_arena_left",,"true",,,,,,"ParticleEmitter",,,"cannon_bullet_1",,"Above",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"cannon_arena_puff",,"Above",60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
"cannon_arena_right",,"true",,,,,,"ParticleEmitter",,,"cannon_bullet_2",,"Above",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"cannon_arena_puff",,"Above",60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
"clan_sword_sparkle_01","true",,,,,,,"ParticleEmitter",,,"clan_sword_sparkle_01",,"Object",,,,,,,,,,,,,
"arrow1_effect",,,,,900,,"sound_war_arrow_hit_chest","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,900,,,"ParticleEmitter",,,"arrow_hit_chest_spark",,"Above",,,,,,,,,,,,,
"arrow2_effect",,,,,1266,,"sound_war_arrow_hit_chest","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,1266,,,"ParticleEmitter",,,"arrow_hit_chest_spark",,"Above",,,,,,,,,,,,,
"arrow3_effect",,,,,1416,,"sound_war_arrow_hit_chest","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,1416,,,"ParticleEmitter",,,"arrow_hit_chest_spark",,"Above",,,,,,,,,,,,,
"clan_war_effect_wavesplash3","true",,,,,80,,"ParticleEmitter","sc/effects.sc","BloodCloud","clan_war_wave_mist",,"Object",,,,,,,,,3000,,,,
"clan_war_effect_wavesplash4","true",,,,750,80,,"ParticleEmitter","sc/effects.sc","BloodCloud","clan_war_wave_mist",,"Object",,,,,,,,,3000,,,,
"clan_war_effect_wavesplash5","true",,,,260,80,,"ParticleEmitter","sc/effects.sc","BloodCloud","clan_war_wave_mist",,"Object",,,,,,,,,3000,,,,
"clan_war_chest_unlock_effect",,,,,,,,"SWF",,,,,"Above",,,,,,,,,,,,,
,,,,,500,,,"ParticleEmitter",,,"arena_levelup_sparks",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"arena_levelup_flash",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"arena_levelup_burst",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"arena_levelup_hit_sparks",,"Base",,,,,,,,,,,,,
"clan_war_effect_legendary_aurora","true",,,,,,,"ParticleEmitter",,,"legendary_aurora",,"Above",,,,,,,,,7000,,,,
"Rage_mode","true",,,,,,,"ParticleEmitter",,,"rage_smoke_3",,"Ground",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Spell_rage_mode_loop",,"Object",,,,,,,,,,,,,
"Spell_rage_mode_continuous","true",,,,,,,"ParticleEmitter",,,"Spell_rage_sparkle_mini2",,"Object",,,,,,,,,,,,,
"LavaFloor_mode","true",,,,,,,"ParticleEmitter",,,"lava_mode_continuous",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"lava_smoke_3",,"Object",,,,,,,,,,,,,
"recruit_deploy",,,,,,,"sound_recruit_deploy","SWF",,,,,"Object",100,,,,,,,,,,"recruit_deploy_prestige",,
"recruit_steps","true",,,,,,"sound_recruit_steps","SWF",,,,,"Ground",100,,,,,,,,,,,,
"recruit_attack_start","true",,,,,,"sound_recruit_attack_start","SWF",,,,,"Object",100,,,,,,,,,,,,
"recruit_hit",,,,,,,"sound_recruit_hit","SWF",,,,,"Object",100,,,,,,,,,,,,
"recruit_die",,,,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,,,,,,,,,
,,,,,,,"sound_recruit_die","SWF",,,,,"Object",,,,,,,,,,,,,
"recruit_lose_shield",,,,,,,"sound_recruit_lose_shield","ParticleEmitter",,,"recruit_shiled_down",,"Object",,,,,,,,,,,,"recruit_lose_shield_prestige2",
"royal_hog_deploy",,,,,,,"sound_royal_hog_deploy","SWF",,,,,"Object",100,,,,,,,,,,"royal_hog_deploy_prestige",,
,,,,,,,"sound_royal_hog_deploy_end","SWF",,,,,"Object",100,,,,,,,,,,,,
"royal_hog_steps",,,,,,,"sound_royal_hog_steps","SWF",,,,,"Ground",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"royal_hog_stepPuff",,"Base",,,,,,,,,,,,,
"royal_hog_attack_start",,,,,,,"sound_royal_hog_attack_start","SWF",,,,,"Object",100,,,,,,,,,,,,
"royal_hog_hit",,,,,,,"sound_royal_hog_hit","SWF",,,,,"Object",100,,,,,,,,,,,,
"royal_hog_die",,,,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,,,,,,,,,
,,,,,,,"sound_royal_hog_die","SWF",,,,,"Object",,,,,,,,,,,,,
"royal_hog_landing",,,,,,,"sound_royal_hog_landing","SWF",,,,,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"royal_hog_dustPuff",,"Ground",,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
"goblin_giant_deploy",,,,,,,"sound_goblin_giant_deploy","SWF",,,"giant_deploy_dustPuff",,"Object",100,,,,,,,,,,"goblin_giant_deploy_prestige",,
,,,,,,,,"Effect",,,,"Deploy_ground_fx_largeSize","Base",,,,,,,,,,,,,
"goblin_giant_steps",,,,,,,"sound_goblin_giant_steps","SWF",,,,,"Ground",100,,,,,,,,,,,,
"goblin_giant_attack_start",,,,,,,"sound_goblin_giant_attack_start","SWF",,,,,"Object",100,,,,,,,,,,,,
"goblin_giant_hit",,,,,,,"sound_goblin_giant_hit","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"giant_hit_sparks",,"Above",,,,,,,,,,,,,
,,,,,25,,,"ParticleEmitter",,,"giant_hit_puff1",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter","sc/effects.sc","giant_hit_blow","giant_hitpuff2",,"Object",,,,,,,,,,,,,
"goblin_giant_die",,,,,,,"sound_goblin_giant_die","Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","death_giant1","Object",100,,,"goblin_giant_die",,,,,,,,,
"giant_sparks","true",,,,,,,"ParticleEmitter",,,"giant_sparks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"electro_wizard_hit_burst",,"Object",,,,,,,,,,,,,
"Zap3_effect",,,200,,150,50,"sound_spell_zap","ParticleEmitter",,,"Spell_zap_smoke1",,"Object",,,,,,,,,,,,,
,,,,,150,50,,"ParticleEmitter",,,"Spell_zap_hitSpot",,"Ground",,,,,,,,,,,,,
,,,,,200,50,,"ParticleEmitter",,,"Spell_zap_hitSpot2",,"Ground",,,,,,,,,,,,,
,,,,,50,100,,"ParticleEmitter",,,"Spell_zap_sparks",,"Object",,,,,,,,,,,,,
,,,,,50,100,,"ParticleEmitter",,,"Spell_zap_Flash",,"Ground",,,,,,,,,,,,,
,,,,,,75,,"Filter","sc/effects.sc","filter_target",,,"Base",,,,,,,,,,,,,
"DragonRingEmitter","true","true",,,,,,"ParticleEmitter",,,"DragonRingTrail",,"Object",50,,,,,,,,,,,,
,,,,,100,,,"ParticleEmitter",,,"DragonRingTrail",,"Object",,,,,,,,,,,,,
,,,,,200,,,"ParticleEmitter",,,"DragonRingTrail",,"Object",,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter",,,"DragonRingTrail",,"Object",,,,,,,,,,,,,
,,,,,400,,,"ParticleEmitter",,,"DragonRingTrail",,"Object",,,,,,,,,,,,,
,,,,,500,,,"ParticleEmitter",,,"DragonRingTrail",,"Object",,,,,,,,,,,,,
,,,,,600,,,"ParticleEmitter",,,"DragonRingTrail",,"Object",,,,,,,,,,,,,
,,,,,700,,,"ParticleEmitter",,,"DragonRingTrail",,"Object",,,,,,,,,,,,,
"root_effect",,,,,,50,,"SWF","sc/effects.sc","spell_root_front","IceGolem_snowPile1",,"Above",,,,,,,,,,,,,
,,,,,,50,,"SWF","sc/effects.sc","spell_root_base","IceGolem_snowPile1",,"Ground",,,,,,,,,,,,,
"mystery_tease",,,500,,,,"Card_bonus_reveal","ParticleEmitter",,,"mystery_tease",,"Above",,,,,,,"BlueLighning",,,,,,
,,,,,,,,"ParticleEmitter",,,"mystery_particles",,"Above",,,,,,,"RedLightning",,,,,,
"electro_dragon_load_weapon_1",,,,,,,"sound_electro_dragon_load_1","SWF",,,,,"Above",,,,,,,,,,,,,
"electro_dragon_load_weapon_2",,,,,,,"sound_electro_dragon_load_2","SWF",,,,,"Above",,,,,,,,,,,,,
"electro_dragon_load_weapon_3",,,,,,,"sound_electro_dragon_load_3","SWF",,,,,"Above",,,,,,,,,,,,,
"electro_dragon_attack",,,,,,,"sound_electro_dragon_attack","SWF",,,,,"Above",,,,"electro_dragon_attack",,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"electro_dragon_attack_particles",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"electro_dragon_attack_flash",,"Above",,,,,,,,,,,,,
"openSack_effect",,,,,,,"sound_openWar_lock","SWF",,,,,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"openSack",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"openSack_smoke",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"openSack_chain_explo1",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"open_sack_flash",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"open_sack_cristal_explode",,"Base",,,,,,,,,,,,,
"trade_complete_confetti",,,,,,,,"ParticleEmitter",,,"trade_complete_confetti",,"Above",,,,"win_battle_confetti_red",,,,,,,,,
"electro_dragon_load_weapon_4",,,,,,,"sound_electro_dragon_attack","SWF",,,,,"Above",,,,,,,,,,,,,
"openSack_warEnd",,,,,,,"sound_openWar_bounty","SWF",,,,,"Above",,,,,,,,,,,,,
"PrestigeDeploy",,,,,,60,,"ParticleEmitter",,,"godray_hero","Deploy_ground_fX_mediumSize","Above",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"PrestigeFlakes",,"Object",,,,,,,,,,,,,
"ArcherDeployPrestige",,,,,,,"Archer deploy","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,"Archer deploy","Effect",,,,"PrestigeDeploy","Object",,,,,,,,,,,,,
"knight_deploy_prestige",,,,,,,"sound_knight_deploy","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,"sound_knight_deploy_end","SWF",,,,,"Object",,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"PrestigeDeploy","Object",,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
"goblins_deploy_prestige",,,,,,,"sound_goblins_deploy","Effect",,,,"PrestigeDeploy","Object",100,,,,,,,,,,,,
"FireballEmitterPrestige","true","true",,,,,,"ParticleEmitter",,,"FireballEmitterTrailPrestige",,"Object",50,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"fireball_trial_spark",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"fireball_trail_glow",,"Above",,,,,,,,,,,,,
,,,,,,15,,"ParticleEmitter",,,"FireballEmitterTrail",,"Base",,,,,,,,,,,,,
"miner_travel_effect_prestige","true",,,,,,,"ParticleEmitter",,,"miner_deploy_predeploy_rocks",,"Object",,,,,,"true",,,,,,,
,,,,,,,,"ParticleEmitter",,,"miner_deploy_dig",,"Ground",,,,,,,,,,,,,
,,,,,,,"sound_miner_travel_effect","SWF",,,,,"Base",,,,,,,,,,,,,
,,,,,,,"sound_miner_deploy","SWF",,,,,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"miner_deploy_dig",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"miner_deploy_dig",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Miner_travel_particles2",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"PrestigeLooping",,"Base",,,,,,,,,,,,,
"miner_deploy_prestige",,,500,,,,"sound_miner_deploy_up","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,"sound_miner_deploy_vo","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"knight_deploy_rocks_hitGround",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"giant_hitpuff2",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"miner_deploy_rocks1",,"Object",,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"Deploy_ground_fX_mediumSize","Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"miner_deploy_rocks1_shadow",,"Shadow",,,,,,,,,,,,,
,,,,,,,,"Effect",,,"PrestigeFlakes","PrestigeDeploy","Object",,,,,,,,,,,,,
"PrestigeDragging","true",,,,,,,"ParticleEmitter",,,"PrestigeDragging",,"Above",100,,,,,,,,,,,,
"angry_barbarian_deploy_prestige",,,,,,,"sound_angry_barbarian_deploy","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"PrestigeDeploy","Base",100,,,,,,,,,,,,
"Rocket_Emitter_Prestige","true","true",,,,,,"ParticleEmitter",,,"Rocket_Emitter_Smoketrail",,"Object",50,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Rocket_Emitter_Sparks_prestige",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Rocket_Emitter_Glow_Prestige",,"Object",,,,,,,,,,,,,
"goblin_barrel_spawn_prestige",,,,,,,"sound_goblin_barrel_spawn","SWF",,,,,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"goblin_barrel_prestige_trail",,"Object",,,,,,,,,,,,,
"goblin_barrel_explosion_prestige",,,,,,,"sound_goblin_barrel_explosion","ParticleEmitter",,,"goblin_barrel_explosion_prestige_planks",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"BlueSparkEmitter",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"knight_deploy_dustPuff2",,"Base",,,,,,,,,,,,,
,,,,,,120,,"ParticleEmitter",,,"goblin_barrel_explosion_prestige_planks",,"Base",,,,,,,,,,,,,
"prestigeCard_ready",,,,,,,"sound_upgradeCard_ready","SWF",,,,,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Card_prestiged_effect1",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Card_prestige_effect2",,"Above",,,,,,,,,,,,,
,,,,,3200,,,"ParticleEmitter",,,"Card_prestige_effect2",,"Above",,,,,,,,,,,,,
,,,,,6400,,,"ParticleEmitter",,,"Card_prestige_effect2",,"Above",,,,,,,,,,,,,
,,,,,9600,,,"ParticleEmitter",,,"Card_prestiged_effect1",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Card_upgrade_effect3",,"Above",,,,,,,,,,,,,
"prestigeCard_start",,,,,,,"prestige_card_start","SWF",,,,,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"ArcherTower_particle1",,"Above",,,,,,,,,,,,,
"electro_dragon_beam",,,,,,,"sound_electro_wizard_beam","SWF","sc/chr_electro_dragon_dl.sc","electro_dragon_beam",,,"Above",,,,,80,,,,,,,,
"goblin_barrel_trail",,,,,,,,"SWF",,,,,"Object",,,,,,,,,,,"goblin_barrel_spawn_prestige",,
"Graveyard_apperar_prestige",,,,,,50,,"ParticleEmitter",,,"graveyard_spawn_puff",,"Ground",100,,,,,,,,,,,,
,,,,,,50,,"ParticleEmitter",,,"Graveyard_deploy_rocks",,"Ground",100,,,,,,,,,,,,
,,,,,,,"sound_skeleton_deploy","SWF",,,,,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Graveyard_holes_prestige",,"Ground",,,,,,,,,,,,,
"Graveyard_appear_prestige2",,,,,,50,,"ParticleEmitter",,,"graveyard_spawn_puff",,"Ground",100,,,,,,,,,,,,
,,,,,,50,,"ParticleEmitter",,,"Graveyard_deploy_rocks",,"Ground",100,,,,,,,,,,,,
,,,,,,,"sound_skeleton_deploy","SWF",,,,,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Graveyard_holes_prestige2",,"Ground",,,,,,,,,,,,,
"Spell_graveyard_ground_prestige1","true",,,,,,,"SWF","sc/effects.sc","Graveyard_ground_area_blue",,,"Base",,,,"Spell_graveyard_ground_red_prestige1",,,,,,,,,
,,,,,,,,"SWF","sc/effects.sc","spell_graveyard_radius_blue","poison_spell_radius_blue",,"Base",,,,,,,,,,,,,
,,,,,100,,"sound_graveyard_deploy","ParticleEmitter","sc/effects.sc","inferno_stage2_root","graveyard_embers_prestige",,"Object",,,,,,,,,,,,,
,,,,,200,,,"ParticleEmitter",,,"graveyard_smoke_mist",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"graveyard_dark_partivles",,"Object",,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter",,,"graveyard_drak_particle_boil",,"Object",,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter",,,"graveyard_dark_particle_bol_big",,"Object",,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter",,,"graveyard_dark_particle_bol_big",,"Object",,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter",,,"graveyard_radius_prestige",,"Object",,,,,,,,,,,,,
"Spell_graveyard_ground_red_prestige1","true",,,,,,,"SWF","sc/effects.sc","Graveyard_ground_area_blue",,,"Base",,,,,,,,,,,,,
,,,,,,,,"SWF","sc/effects.sc","spell_graveyard_radius_red","poison_spell_radius_red",,"Base",,,,,,,,,,,,,
,,,,,100,,,"ParticleEmitter","sc/effects.sc","spell_graveyard_radius_red","graveyard_embers_prestige",,"Object",,,,,,,,,,,,,
,,,,,200,,,"ParticleEmitter","sc/effects.sc","spell_graveyard_radius_red","graveyard_smoke_mist",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter","sc/effects.sc","spell_graveyard_radius_red","graveyard_dark_partivles",,"Object",,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter","sc/effects.sc","spell_graveyard_radius_red","graveyard_dark_particle_bol_big",,"Object",,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter","sc/effects.sc","spell_graveyard_radius_red","graveyard_dark_particle_bol_big",,"Object",,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter","sc/effects.sc","spell_graveyard_radius_red","graveyard_drak_particle_boil",,"Object",,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter","sc/effects.sc","spell_graveyard_radius_red","graveyard_radius_prestige",,"Object",,,,,,,,,,,,,
"frozen_shiled","true","true",,,,,,"ParticleEmitter",,,"frozen_shiled_debuff",,"Object",100,,,,,,,,,,,,
"frozen_shield_broken","true","true",,,,,,"ParticleEmitter",,,"frozen_shiled_broken",,"Object",100,,,,,,,,,,,,
"Clone_angry_barb_deploy_prestige",,,,,,,"sound_barbarian_deploy","SWF",,,,,"Object",100,,,,,,,,,,"angry_barbarian_deploy_prestige",,
,,,,,,,"sound_angry_barbarian_deploy","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,75,,"Effect",,,,"Deploy_ground_fX_mediumSize","Base",,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"PrestigeDeploy","Base",,,,,,,,,,,,,
"assassin_deploy_prestige",,,,,,,"sound_assassin_deploy","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"PrestigeDeploy","Base",,,,,,,,,,,,,
"axeman_deploy_prestige",,,,,,,"sound_executioner_deploy","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"Deploy_ground_fX_mediumSize","Base",,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"PrestigeDeploy","Base",,,,,,,,,,,,,
"baby_drag_deploy_prestige",,,,,,,"sound_baby_dragon_deploy","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,"sound_baby_dragon_deploy_end","SWF",,,,,"Object",,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"PrestigeDeploy","Base",,,,,,,,,,,,,
"barb_hut_deploy",,,,,250,,"sound_goblin_hut_deploy","ParticleEmitter",,,"towerExplode_Smoke",,"Ground",,,,,,,,,,,"barb_hut_deploy_prestige",,
,,,,,250,,,"ParticleEmitter",,,"Rock Pieces Emitter",,"Ground",,,,,,,,,,,,,
"barb_hut_deploy_prestige",,,,,250,,"sound_goblin_hut_deploy","ParticleEmitter",,,"towerExplode_Smoke",,"Ground",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"Rock Pieces Emitter",,"Ground",,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"PrestigeDeploy","Base",,,,,,,,,,,,,
"goblin_hut_deploy_prestige",,,,,250,,"sound_goblin_hut_deploy","ParticleEmitter",,,"towerExplode_Smoke",,"Ground",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"Rock Pieces Emitter",,"Ground",,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"PrestigeDeploy","Base",,,,,,,,,,,,,
"battleram_deploy_nodelay_prestige",,,,,,,"sound_battleram_deploy","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"Deploy_ground_fX_mediumSize_nodelay","Base",,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"prestige_deploy_big","Base",,,,,,,,,,,,,
"bowler_deploy_prestige",,,,,,,"sound_bowler_deploy","SWF",,,"giant_deploy_dustPuff",,"Object",100,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"Deploy_ground_fx_largeSize","Base",,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"prestige_deploy_big","Base",,,,,,,,,,,,,
"dark_prince_deploy_prestige",,,,,,,"sound_dark_prince_deploy","SWF",,,,,"Object",100,,,,,,,,,,,,
